"id","url","time","threatLevel","isNew","relatedDomains__value","relatedDomains__threatLevel","relatedIps__value","relatedIps__port","relatedIps__geo","relatedIps__asn","relatedIps__threatLevel","isExpanded"
"https://glql.livethroughcreation.xyz/api/generate?lure=cNds4AwzhZ0","https://glql.livethroughcreation.xyz/api/generate?lure=cNds4AwzhZ0","2026-08-13T15:03:20.944Z","2","False","glql.livethroughcreation.xyz","0","104.21.66.97","443","us","cloudflarenet","3","True"
"","","","","","","","172.67.158.113","","","","3",""
"https://whsoftware-portal.vercel.app/favicon.ico","https://whsoftware-portal.vercel.app/favicon.ico","2026-08-13T15:02:46.865Z","0","False","whsoftware-portal.vercel.app","0","64.29.17.67","","","","3","True"
"https://bmte.thefeedersfriend.xyz/api/generate?lure=ZAWg4HO6-lg","https://bmte.thefeedersfriend.xyz/api/generate?lure=ZAWg4HO6-lg","2026-08-13T14:12:22.071Z","2","False","bmte.thefeedersfriend.xyz","0","104.21.43.191","443","us","cloudflarenet","3","True"
"","","","","","","","172.67.184.79","","","","3",""
"https://nappertmetivier.vercel.app/favicon.ico","https://nappertmetivier.vercel.app/favicon.ico","2026-08-13T14:12:20.065Z","0","False","nappertmetivier.vercel.app","0","64.29.17.3","80","us","amazon-02","3","True"
"","","","","","","","216.198.79.3","443","us","amazon-02","3",""
"http://nappertmetivier.vercel.app/","http://nappertmetivier.vercel.app/","2026-08-13T14:11:51.206Z","0","False","nappertmetivier.vercel.app","0","64.29.17.3","","","","3","True"
"https://nappertmetivier.vercel.app/","https://nappertmetivier.vercel.app/","2026-08-13T14:11:51.206Z","0","False","nappertmetivier.vercel.app","0","64.29.17.3","","","","3","True"
"https://whsoftware-portal.vercel.app/","https://whsoftware-portal.vercel.app/","2026-08-13T14:05:38.694Z","0","False","whsoftware-portal.vercel.app","0","64.29.17.195","443","us","amazon-02","3","True"
"","","","","","","","216.198.79.195","","","","3",""
"https://weyp.creativewritingboost.xyz/api/generate?lure=PDUTdcqoHe8","https://weyp.creativewritingboost.xyz/api/generate?lure=PDUTdcqoHe8","2026-08-13T13:10:19.653Z","2","False","weyp.creativewritingboost.xyz","0","188.114.97.3","443","us","cloudflarenet","3","True"
"","","","","","","","188.114.96.3","","","","3",""
"http://serrurerielongueuil-portal.vercel.app/","http://serrurerielongueuil-portal.vercel.app/","2026-08-13T12:36:26.443Z","0","False","serrurerielongueuil-portal.vercel.app","0","64.29.17.67","","","","3","True"
"https://serrurerielongueuil-portal.vercel.app/","https://serrurerielongueuil-portal.vercel.app/","2026-08-13T12:36:26.443Z","0","False","serrurerielongueuil-portal.vercel.app","0","64.29.17.67","","","","3","True"
"https://yjfns7ec2s.branddistinctly.de/api/generate?lure=HcGmVy-KciY","https://yjfns7ec2s.branddistinctly.de/api/generate?lure=HcGmVy-KciY","2026-08-13T12:26:24.214Z","2","False","yjfns7ec2s.branddistinctly.de","0","188.114.97.3","443","us","cloudflarenet","3","True"
"https://gdxa.privatewharfestate.xyz/api/generate?lure=UIx6YGkJuSA","https://gdxa.privatewharfestate.xyz/api/generate?lure=UIx6YGkJuSA","2026-08-13T12:26:24.214Z","2","False","gdxa.privatewharfestate.xyz","0","188.114.97.3","443","us","cloudflarenet","3","True"
"https://y1vpz0eujw.brandinginsights.de/api/generate?lure=E6K-C_PyqJU","https://y1vpz0eujw.brandinginsights.de/api/generate?lure=E6K-C_PyqJU","2026-08-13T12:26:24.214Z","2","False","y1vpz0eujw.brandinginsights.de","0","188.114.97.3","443","us","cloudflarenet","3","True"
"https://hmqv.weathersensei.xyz/api/generate?lure=FoPWKZP9HeU","https://hmqv.weathersensei.xyz/api/generate?lure=FoPWKZP9HeU","2026-08-13T10:36:52.102Z","2","False","hmqv.weathersensei.xyz","0","188.114.97.3","443","us","CLOUDFLARENET","3","True"
"","","","","","","","188.114.96.3","443","us","cloudflarenet","3",""
"https://wwan.overheadmystery.xyz/api/generate?lure=Td2KmLCbL3Y","https://wwan.overheadmystery.xyz/api/generate?lure=Td2KmLCbL3Y","2026-08-13T10:36:52.102Z","2","False","wwan.overheadmystery.xyz","0","188.114.96.3","443","us","cloudflarenet","3","True"
"https://nohey0ivlg.symbolizes.de/api/generate?lure=XHlaWh3lQ_4","https://nohey0ivlg.symbolizes.de/api/generate?lure=XHlaWh3lQ_4","2026-08-13T10:36:52.102Z","2","False","nohey0ivlg.symbolizes.de","0","188.114.96.3","443","us","cloudflarenet","3","True"
"https://gdxa.privatewharfestate.xyz/api/generate?lure=ylux5WVx584","https://gdxa.privatewharfestate.xyz/api/generate?lure=ylux5WVx584","2026-08-13T10:36:52.102Z","2","False","gdxa.privatewharfestate.xyz","0","188.114.96.3","443","us","cloudflarenet","3","True"
"https://hausverwaltungs.blob.core.windows.net/hausverwaltungs/pusta_&_partner_hausverwaltungs_gmbh.pdf.html","https://hausverwaltungs.blob.core.windows.net/hausverwaltungs/pusta_&_partner_hausverwaltungs_gmbh.pdf.html","2026-08-13T10:36:50.998Z","0","False","hausverwaltungs.blob.core.windows.net","0","20.60.109.225","443","us","microsoft-corp-msn-as-block","3","True"
"https://k0biv07e86.serenebreezes.de/api/generate?lure=KU_XtXPsiEs","https://k0biv07e86.serenebreezes.de/api/generate?lure=KU_XtXPsiEs","2026-08-13T08:38:24.494Z","2","False","k0biv07e86.serenebreezes.de","0","172.67.219.183","443","us","cloudflarenet","3","True"
"http://solutionsrousseau-portal.vercel.app/","http://solutionsrousseau-portal.vercel.app/","2026-08-12T18:34:18.854Z","0","False","solutionsrousseau-portal.vercel.app","0","64.29.17.195","443","us","amazon-02","3","True"
"https://glql.livethroughcreation.xyz/api/generate?lure=wl8QHFneDHs","https://glql.livethroughcreation.xyz/api/generate?lure=wl8QHFneDHs","2026-08-12T18:34:16.852Z","2","False","glql.livethroughcreation.xyz","0","172.67.158.113","443","us","cloudflarenet","3","True"
"https://glql.livethroughcreation.xyz/api/generate?lure=XchB1bITUKg","https://glql.livethroughcreation.xyz/api/generate?lure=XchB1bITUKg","2026-08-12T18:34:16.852Z","2","False","glql.livethroughcreation.xyz","0","172.67.158.113","443","us","cloudflarenet","3","True"
"https://glql.livethroughcreation.xyz/api/generate?lure=lWFtHzSPcD0","https://glql.livethroughcreation.xyz/api/generate?lure=lWFtHzSPcD0","2026-08-12T18:34:16.852Z","2","False","glql.livethroughcreation.xyz","0","172.67.158.113","443","us","cloudflarenet","3","True"
"https://serurerielongueuil-portal.vercel.app/favicon.ico","https://serurerielongueuil-portal.vercel.app/favicon.ico","2026-08-12T18:34:15.837Z","0","False","serurerielongueuil-portal.vercel.app","0","64.29.17.67","443","us","amazon-02","3","True"
"https://leduclegal.vercel.app/favicon.ico","https://leduclegal.vercel.app/favicon.ico","2026-08-12T18:34:10.751Z","0","False","leduclegal.vercel.app","0","216.198.79.195","443","us","amazon-02","3","True"
"http://serurerielongueuil-portal.vercel.app/","http://serurerielongueuil-portal.vercel.app/","2026-08-12T18:34:08.458Z","0","False","serurerielongueuil-portal.vercel.app","0","216.198.79.67","80","us","amazon-02","3","True"
"https://serurerielongueuil-portal.vercel.app/","https://serurerielongueuil-portal.vercel.app/","2026-08-12T18:33:59.575Z","0","False","serurerielongueuil-portal.vercel.app","0","216.198.79.67","","","","3","True"
"https://alshoaaaabyad.com/adfastopengov.php?x=ckdr318","https://alshoaaaabyad.com/adfastopengov.php?x=ckdr318","2026-08-12T18:27:28.871Z","0","False","alshoaaaabyad.com","0","51.91.103.9","443","fr","ovh","0","True"
"https://healingbibleverse.com/retareee$/?d=nqctmzj6txdzptoin-pezmlby8ibb2xelbf2k43b6zem6qchgqbi4sy0fzgqdsqvssxghjsxdh6gzan6oavo_n_tze7lqzffqf5zamovgok9utarzsq6oqgisulg7tsm_p8ylbq-q_gk5nysdzmef0grdprn","https://healingbibleverse.com/retareee$/?d=nqctmzj6txdzptoin-pezmlby8ibb2xelbf2k43b6zem6qchgqbi4sy0fzgqdsqvssxghjsxdh6gzan6oavo_n_tze7lqzffqf5zamovgok9utarzsq6oqgisulg7tsm_p8ylbq-q_gk5nysdzmef0grdprn","2026-08-12T18:27:25.986Z","0","False","healingbibleverse.com","0","38.49.219.195","443","ca","ricawebservices","0","True"
"https://6rxv4ckkvd.serenebreezes.de/api/generate?lure=MGU0C-MnObw","https://6rxv4ckkvd.serenebreezes.de/api/generate?lure=MGU0C-MnObw","2026-08-12T16:45:09.092Z","2","False","6rxv4ckkvd.serenebreezes.de","0","104.21.38.65","443","us","cloudflarenet","3","True"
"https://healingbibleverse.com/favicon.ico","https://healingbibleverse.com/favicon.ico","2026-08-12T15:02:07.411Z","0","False","healingbibleverse.com","0","38.49.219.195","","","","0","True"
"https://alshoaaaabyad.com/favicon.ico","https://alshoaaaabyad.com/favicon.ico","2026-08-12T15:02:07.411Z","0","False","alshoaaaabyad.com","0","51.91.103.9","","","","0","True"
"https://solutionsrousseau-portal.vercel.app/","https://solutionsrousseau-portal.vercel.app/","2026-08-11T20:03:37.768Z","0","False","solutionsrousseau-portal.vercel.app","0","64.29.17.195","","","","3","True"
"https://solutionsrousseau-portal.vercel.app/favicon.ico","https://solutionsrousseau-portal.vercel.app/favicon.ico","2026-08-11T20:03:37.768Z","0","False","solutionsrousseau-portal.vercel.app","0","64.29.17.195","","","","3","True"
"https://ox7od17955.trustbuildingblocks.de/api/generate?lure=HJNpjGnVAPc","https://ox7od17955.trustbuildingblocks.de/api/generate?lure=HJNpjGnVAPc","2026-08-11T19:59:24.671Z","2","False","ox7od17955.trustbuildingblocks.de","0","172.67.215.176","443","us","cloudflarenet","3","True"
"https://app.polling.com/forms/555497a0-05b9-45b1-986a-67f9ed2daa06/share","https://app.polling.com/forms/555497a0-05b9-45b1-986a-67f9ed2daa06/share","2026-08-11T19:58:35.139Z","0","False","app.polling.com","0","50.17.212.44","443","us","amazon-aes","0","True"
"https://app.polling.com/_next/static/css/2b7c9390af601574.css","https://app.polling.com/_next/static/css/2b7c9390af601574.css","2026-08-11T19:58:20.289Z","0","False","app.polling.com","0","50.17.212.44","","","","0","True"
"https://app.polling.com/_next/static/chunks/pages/_app-00976ec89db1aed0.js","https://app.polling.com/_next/static/chunks/pages/_app-00976ec89db1aed0.js","2026-08-11T19:58:20.289Z","0","False","app.polling.com","0","50.17.212.44","","","","0","True"
"https://app.polling.com/monitoring?o=4506943622610944&p=4506943701188608&r=us","https://app.polling.com/monitoring?o=4506943622610944&p=4506943701188608&r=us","2026-08-11T19:58:20.289Z","0","False","app.polling.com","0","50.17.212.44","","","","0","True"
"https://hexxagontech.com/cgi/7865443.html","https://hexxagontech.com/cgi/7865443.html","2026-08-10T20:12:41.096Z","0","False","hexxagontech.com","0","192.185.105.122","443","us","oracle-bmc-31898","0","True"
"https://cdn-icons-png.flaticon.com/512/891/891419.png","https://cdn-icons-png.flaticon.com/512/891/891419.png","2026-08-10T20:12:36.995Z","0","False","cdn-icons-png.flaticon.com","0","2.21.109.171","443","nl","akamai-asn1","3","True"
"","","","","","","","23.32.238.162","443","nl","akamai-asn1","3",""
"https://hexxagontech.com/favicon.ico","https://hexxagontech.com/favicon.ico","2026-08-10T20:12:26.170Z","0","False","hexxagontech.com","0","192.185.105.122","","","","0","True"
"http://ronaforget-portail.vercel.app/","http://ronaforget-portail.vercel.app/","2026-08-10T17:57:43.922Z","0","False","ronaforget-portail.vercel.app","0","216.198.79.3","443","us","amazon-02","3","True"
"https://ronaforget-portail.vercel.app/","https://ronaforget-portail.vercel.app/","2026-08-10T17:57:35.514Z","0","False","ronaforget-portail.vercel.app","0","216.198.79.3","","","","3","True"
"https://ronaforget-portail.vercel.app/favicon.ico","https://ronaforget-portail.vercel.app/favicon.ico","2026-08-10T17:57:35.514Z","0","False","ronaforget-portail.vercel.app","0","216.198.79.3","","","","3","True"
"https://qxkl6l9m08.trustfirstdesign.de/api/generate?lure=X-uhQTi0lKc","https://qxkl6l9m08.trustfirstdesign.de/api/generate?lure=X-uhQTi0lKc","2026-08-09T11:59:28.984Z","2","False","qxkl6l9m08.trustfirstdesign.de","0","104.21.2.68","443","us","cloudflarenet","2","True"
"https://get.massive.io/01kzdrqz4wzf46cwdd6trm9gp6?secret=clrugidyttnijems","https://get.massive.io/01kzdrqz4wzf46cwdd6trm9gp6?secret=clrugidyttnijems","2026-08-09T11:58:22.135Z","0","False","get.massive.io","0","172.67.73.125","443","us","cloudflarenet","3","True"
"https://get.massive.io/01kzdrqz4wzf46cwdd6trm9gp6?secret=clrugidyttnijems&__cf_chl_rt_tk=q6lsazfcu6wcbnlzir.ogfkoehj0zgpzindpscmiv7k-1786276687-1.0.1.1-mbtt8kzyxreiavmkgmmprfj2whdkkgt5ewb.j1xqfgk","https://get.massive.io/01kzdrqz4wzf46cwdd6trm9gp6?secret=clrugidyttnijems&__cf_chl_rt_tk=q6lsazfcu6wcbnlzir.ogfkoehj0zgpzindpscmiv7k-1786276687-1.0.1.1-mbtt8kzyxreiavmkgmmprfj2whdkkgt5ewb.j1xqfgk","2026-08-09T11:57:59.555Z","0","False","get.massive.io","0","172.67.73.125","","","","3","True"
"https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a28696504bee9562","https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a28696504bee9562","2026-08-09T11:57:59.555Z","0","False","get.massive.io","0","172.67.73.125","","","","3","True"
"https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a28696514b21e4ed","https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a28696514b21e4ed","2026-08-09T11:57:59.555Z","0","False","get.massive.io","0","172.67.73.125","","","","3","True"
"https://get.massive.io/favicon.ico","https://get.massive.io/favicon.ico","2026-08-09T11:57:59.555Z","0","False","get.massive.io","0","172.67.73.125","","","","3","True"
"http://tzrllp-portal.vercel.app/","http://tzrllp-portal.vercel.app/","2026-08-07T21:35:58.010Z","0","False","tzrllp-portal.vercel.app","0","64.29.17.195","","","","3","True"
"https://tzrllp-portal.vercel.app/","https://tzrllp-portal.vercel.app/","2026-08-07T21:35:58.010Z","0","False","tzrllp-portal.vercel.app","0","64.29.17.195","","","","3","True"
"https://tzrllp-portal.vercel.app/favicon.ico","https://tzrllp-portal.vercel.app/favicon.ico","2026-08-07T21:35:58.010Z","0","False","tzrllp-portal.vercel.app","0","64.29.17.195","","","","3","True"
"http://baiisae-portal.vercel.app/","http://baiisae-portal.vercel.app/","2026-08-07T20:20:27.797Z","0","False","baiisae-portal.vercel.app","0","64.29.17.131","443","us","amazon-02","3","True"
"https://baiisae-portal.vercel.app/","https://baiisae-portal.vercel.app/","2026-08-07T20:20:19.908Z","0","False","baiisae-portal.vercel.app","0","64.29.17.131","","","","3","True"
"https://baiisae-portal.vercel.app/favicon.ico","https://baiisae-portal.vercel.app/favicon.ico","2026-08-07T20:20:19.908Z","0","False","baiisae-portal.vercel.app","0","64.29.17.131","","","","3","True"
"https://img1.wsimg.com/traffic-assets/js/tccl.min.js","https://img1.wsimg.com/traffic-assets/js/tccl.min.js","2026-08-07T19:05:56.842Z","0","False","img1.wsimg.com","0","23.53.42.211","443","nl","akamai-asn1","3","True"
"https://libertazglobal.com/tivkah09/?d=ykahylkh","https://libertazglobal.com/tivkah09/?d=ykahylkh","2026-08-07T19:05:56.838Z","0","False","libertazglobal.com","0","160.153.0.27","443","us","cloudflarespectrum cloudflare, inc.","0","True"
"https://libertazglobal.com/favicon.ico","https://libertazglobal.com/favicon.ico","2026-08-07T19:05:48.027Z","0","False","libertazglobal.com","0","160.153.0.27","","","","0","True"
"https://libertazglobal.com/wp-content/uploads/2026/03/cropped-2-1-32x32.png","https://libertazglobal.com/wp-content/uploads/2026/03/cropped-2-1-32x32.png","2026-08-07T19:05:48.027Z","0","False","libertazglobal.com","0","160.153.0.27","","","","0","True"
"https://img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js","https://img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js","2026-08-07T19:05:48.027Z","0","False","img1.wsimg.com","0","23.53.42.211","","","","3","True"
"https://uouxup5svy.trustedventures.de/api/generate?lure=P_IicQdmdeE","https://uouxup5svy.trustedventures.de/api/generate?lure=P_IicQdmdeE","2026-08-07T18:15:51.943Z","2","False","uouxup5svy.trustedventures.de","0","104.21.60.69","443","us","cloudflarenet","3","True"
"","","","","","","","172.67.193.98","443","us","cloudflarenet","3",""
"https://cms.inithealth.com/image/ii.html","https://cms.inithealth.com/image/ii.html","2026-08-07T18:15:31.522Z","0","False","cms.inithealth.com","0","62.99.91.202","443","es","euskaltel","0","True"
"https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css","https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css","2026-08-07T18:15:31.514Z","0","False","cdnjs.cloudflare.com","0","104.17.25.14","443","us","cloudflarenet","3","True"
"https://docs.zoom.us/doc/e04kjov_tkkhbw7zpxqnzg","https://docs.zoom.us/doc/e04kjov_tkkhbw7zpxqnzg","2026-08-07T18:15:17.205Z","0","False","docs.zoom.us","0","170.114.52.123","443","us","cloudflarespectrum cloudflare, inc.","3","True"
"https://docs.zoom.us/nws/common/2.0/nak?pms=docs%2cuser%3abase%2caicw&src=aicw","https://docs.zoom.us/nws/common/2.0/nak?pms=docs%2cuser%3abase%2caicw&src=aicw","2026-08-07T18:14:58.511Z","0","False","docs.zoom.us","0","170.114.52.123","","","","3","True"
"https://bmte.thefeedersfriend.xyz/api/generate?lure=hzki4fu0iww","https://bmte.thefeedersfriend.xyz/api/generate?lure=hzki4fu0iww","2026-08-07T18:04:18.609Z","2","False","bmte.thefeedersfriend.xyz","0","172.67.184.79","443","us","cloudflarenet","3","True"
"","","","","","","","104.21.43.191","443","us","cloudflarenet","3",""
"http://minetec.vercel.app/","http://minetec.vercel.app/","2026-08-07T18:04:00.721Z","0","False","minetec.vercel.app","0","64.29.17.67","","","","3","True"
"https://minetec.vercel.app/","https://minetec.vercel.app/","2026-08-07T18:04:00.721Z","0","False","minetec.vercel.app","0","64.29.17.67","","","","3","True"
"https://minetec.vercel.app/favicon.ico","https://minetec.vercel.app/favicon.ico","2026-08-07T18:04:00.721Z","0","False","minetec.vercel.app","0","216.198.79.67","","","","3","True"
"https://nnadridletsgonow0003.com/wretafiey71/?d=wcwfc5bfzknzks2wvw03f9boqmozhp_x00vvmesalmori2jr9sfnwdxtpa0sjgcg2kpfjbtkbe2ngabrlyiui-z8kov6c6jffcemqzwyahzecgzzlbuaey46hyqaezqjtthhwqyq1lywnixxc7wkrbavjzjd","https://nnadridletsgonow0003.com/wretafiey71/?d=wcwfc5bfzknzks2wvw03f9boqmozhp_x00vvmesalmori2jr9sfnwdxtpa0sjgcg2kpfjbtkbe2ngabrlyiui-z8kov6c6jffcemqzwyahzecgzzlbuaey46hyqaezqjtthhwqyq1lywnixxc7wkrbavjzjd","2026-08-07T17:26:29.788Z","0","False","nnadridletsgonow0003.com","0","172.67.135.239","443","us","cloudflarenet","3","True"
"https://nnadridletsgonow0003.com/wretafiey71/?d=2sqgxnghnn07adzmcpfjws-vxp9svqgws11owxtao_iom4vqdp1xft-r6vmpngj3vngey4mhyu4qefosokf9zo-n6ruylfbvvo9h5irxvzqk4kj6taeam-wtlfnzy-ztwvyk2z8_ok5p9s7-z2h3h_w1qtjb","https://nnadridletsgonow0003.com/wretafiey71/?d=2sqgxnghnn07adzmcpfjws-vxp9svqgws11owxtao_iom4vqdp1xft-r6vmpngj3vngey4mhyu4qefosokf9zo-n6ruylfbvvo9h5irxvzqk4kj6taeam-wtlfnzy-ztwvyk2z8_ok5p9s7-z2h3h_w1qtjb","2026-08-07T17:26:21.904Z","0","False","nnadridletsgonow0003.com","0","172.67.135.239","","","","3","True"
"https://motorstate.vercel.app/favicon.ico","https://motorstate.vercel.app/favicon.ico","2026-08-07T15:16:30.327Z","0","False","motorstate.vercel.app","0","216.198.79.131","443","us","amazon-02","3","True"
"http://motorstate.vercel.app/","http://motorstate.vercel.app/","2026-08-07T15:16:01.971Z","0","False","motorstate.vercel.app","0","64.29.17.131","","","","3","True"
"https://motorstate.vercel.app/","https://motorstate.vercel.app/","2026-08-07T15:16:01.971Z","0","False","motorstate.vercel.app","0","64.29.17.131","","","","3","True"
"https://bmte.thefeedersfriend.xyz/api/generate?lure=CFKaKm6g8jU","https://bmte.thefeedersfriend.xyz/api/generate?lure=CFKaKm6g8jU","2026-08-07T15:14:29.377Z","2","False","bmte.thefeedersfriend.xyz","0","104.21.43.191","443","us","cloudflarenet","3","True"
"","","","","","","","172.67.184.79","","","","3",""
"https://cms.inithealth.com/favicon.ico","https://cms.inithealth.com/favicon.ico","2026-08-07T13:44:00.046Z","0","False","cms.inithealth.com","0","62.99.91.202","","","","0","True"
"https://nnadridletsgonow0003.com/favicon.ico","https://nnadridletsgonow0003.com/favicon.ico","2026-08-07T12:42:36.194Z","0","False","nnadridletsgonow0003.com","0","104.21.26.109","443","us","cloudflarenet","3","True"
"https://get.massive.io/01kzb7snxpv46rk1d7ca3fnnk5?secret=ndhfvgtosxztehkv","https://get.massive.io/01kzb7snxpv46rk1d7ca3fnnk5?secret=ndhfvgtosxztehkv","2026-08-07T12:41:18.563Z","0","False","get.massive.io","0","104.26.14.136","443","us","cloudflarenet","3","True"
"","","","","","","","104.26.15.136","443","us","cloudflarenet","3",""
"https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a2765a8bcf0e95b7","https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a2765a8bcf0e95b7","2026-08-07T12:41:00.228Z","0","False","get.massive.io","0","104.26.14.136","","","","3","True"
"https://glql.livethroughcreation.xyz/api/generate?lure=tQ-RBxvEUT0","https://glql.livethroughcreation.xyz/api/generate?lure=tQ-RBxvEUT0","2026-08-06T19:44:34.946Z","2","False","glql.livethroughcreation.xyz","0","104.21.66.97","443","us","cloudflarenet","3","True"
"http://gouin-associes-portal.vercel.app/","http://gouin-associes-portal.vercel.app/","2026-08-06T19:44:05.002Z","0","False","gouin-associes-portal.vercel.app","0","64.29.17.195","","","","3","True"
"https://gouin-associes-portal.vercel.app/","https://gouin-associes-portal.vercel.app/","2026-08-06T19:44:05.002Z","0","False","gouin-associes-portal.vercel.app","0","64.29.17.195","","","","3","True"
"https://gouin-associes-portal.vercel.app/favicon.ico","https://gouin-associes-portal.vercel.app/favicon.ico","2026-08-06T19:44:05.002Z","0","False","gouin-associes-portal.vercel.app","0","64.29.17.195","","","","3","True"
"https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a26e6c6a098544aa","https://get.massive.io/cdn-cgi/challenge-platform/h/b/orchestrate/chl_page/v1?ray=a26e6c6a098544aa","2026-08-06T13:35:05.817Z","0","False","get.massive.io","0","104.26.15.136","","","","3","True"
"https://leduclegal.vercel.app/","https://leduclegal.vercel.app/","2026-08-05T17:27:45.815Z","0","False","leduclegal.vercel.app","0","216.198.79.3","","","","3","True"
"http://leduclegal.vercel.app/","http://leduclegal.vercel.app/","2026-08-05T17:27:45.815Z","0","False","leduclegal.vercel.app","0","216.198.79.3","","","","3","True"
"http://banvillenotaire.vercel.app/","http://banvillenotaire.vercel.app/","2026-08-05T15:35:21.105Z","0","False","banvillenotaire.vercel.app","0","216.198.79.131","","","","3","True"
"https://banvillenotaire.vercel.app/","https://banvillenotaire.vercel.app/","2026-08-05T15:35:21.105Z","0","False","banvillenotaire.vercel.app","0","64.29.17.131","","","","3","True"
"https://banvillenotaire.vercel.app/favicon.ico","https://banvillenotaire.vercel.app/favicon.ico","2026-08-05T15:35:21.105Z","0","False","banvillenotaire.vercel.app","0","64.29.17.131","","","","3","True"
"https://app.pandadoc.com/document/v2?token=bdb262a18bc2e563f2c500af7ecfe5fb0ff35a1a?","https://app.pandadoc.com/document/v2?token=bdb262a18bc2e563f2c500af7ecfe5fb0ff35a1a?","2026-08-05T14:57:40.602Z","0","False","app.pandadoc.com","0","45.223.20.103","443","us","incapsula","3","True"
"https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fapp.pandadoc.com%2fdocument%2fv2%3ftoken%3dbdb262a18bc2e563f2c500af7ecfe5fb0ff35a1a%3f&c=e,1,aowyatgvf7m-i_8wkxasrducz58cu4aniu8_vtaedicf94lo-r0fmsakmhrj1lya6nkym6cfd5yhx7horonlm3pf-tukcybevaqwnm4a_wcu&typo=1","https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fapp.pandadoc.com%2fdocument%2fv2%3ftoken%3dbdb262a18bc2e563f2c500af7ecfe5fb0ff35a1a%3f&c=e,1,aowyatgvf7m-i_8wkxasrducz58cu4aniu8_vtaedicf94lo-r0fmsakmhrj1lya6nkym6cfd5yhx7horonlm3pf-tukcybevaqwnm4a_wcu&typo=1","2026-08-05T14:57:28.085Z","0","False","linkprotect.cudasvc.com","0","3.73.108.110","443","us","amazon-02","3","True"
"https://app.pandadoc.com/_incapsula_resource?swjiylwa=719d34d31c8e3a6e6fffd425f7e032f3&ns=1&cb=142614492","https://app.pandadoc.com/_incapsula_resource?swjiylwa=719d34d31c8e3a6e6fffd425f7e032f3&ns=1&cb=142614492","2026-08-05T14:57:19.803Z","0","False","app.pandadoc.com","0","45.223.20.103","","","","3","True"
